login,link,followers,following,follow_ratio,public_repos,contributions,stars,total_size,user_feedback
calumchisholm,https://github.com/calumchisholm,6.0,8.0,0.75,7.0,7.0,1.0,37540.0,0
will-moore,https://github.com/will-moore,40.0,4.0,10.0,165.0,1305.0,1.0,994465.0,0
gsma-dev1,https://github.com/gsma-dev1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
minsii,https://github.com/minsii,14.0,1.0,14.0,37.0,20.0,9.0,1498919.0,0
arachny,https://github.com/arachny,5.0,6.0,0.8333333333333334,1.0,0.0,0.0,13.0,0
konakonall,https://github.com/konakonall,5.0,6.0,0.8333333333333334,15.0,57.0,3.0,602850.0,0
tetylek,https://github.com/tetylek,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
mahmoudbahaa,https://github.com/mahmoudbahaa,9.0,0.0,0.0,22.0,255.0,61.0,379349.0,0
rhatfield1971,https://github.com/rhatfield1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sieg01ka,https://github.com/Sieg01ka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gitgit,https://github.com/gitgit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
nexxos,https://github.com/nexxos,4.0,6.0,0.6666666666666666,31.0,0.0,3.0,30890.0,0
Max4P,https://github.com/Max4P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fwahab,https://github.com/fwahab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Alberto89,https://github.com/Alberto89,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0
Suller,https://github.com/Suller,0.0,0.0,0.0,4.0,0.0,0.0,64898.0,0
kevineves,https://github.com/kevineves,0.0,3.0,0.0,2.0,0.0,0.0,263.0,0
silvansky,https://github.com/silvansky,45.0,24.0,1.875,141.0,7.0,27.0,172023.0,0
OleksiiChumak,https://github.com/OleksiiChumak,0.0,0.0,0.0,4.0,0.0,0.0,162189.0,0
cscart,https://github.com/cscart,83.0,0.0,0.0,48.0,0.0,138.0,1169346.0,0
roomorama-dev,https://github.com/roomorama-dev,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
herbsolo,https://github.com/herbsolo,0.0,0.0,0.0,1.0,0.0,2.0,14311.0,0
mcubed,https://github.com/mcubed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
nkadun,https://github.com/nkadun,0.0,0.0,0.0,1.0,0.0,1.0,2064.0,0
Zikmo,https://github.com/Zikmo,1.0,0.0,0.0,1.0,0.0,1.0,64384.0,0
jamesnj,https://github.com/jamesnj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TRavary,https://github.com/TRavary,0.0,0.0,0.0,4.0,0.0,0.0,5725.0,0
klyun,https://github.com/klyun,1.0,0.0,0.0,3.0,0.0,0.0,160.0,0
mreiter,https://github.com/mreiter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
joelarnold,https://github.com/joelarnold,1.0,0.0,0.0,3.0,0.0,0.0,5687.0,0
ExtraKiller,https://github.com/ExtraKiller,0.0,0.0,0.0,2.0,0.0,0.0,72690.0,0
ea6987,https://github.com/ea6987,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
lalentur,https://github.com/lalentur,0.0,1.0,0.0,1.0,0.0,0.0,1085.0,0
sergeykaplun,https://github.com/sergeykaplun,2.0,0.0,0.0,5.0,0.0,4.0,214907.0,0
armkry,https://github.com/armkry,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
ShiftScape,https://github.com/ShiftScape,0.0,0.0,0.0,1.0,0.0,1.0,1924.0,0
sgunawan,https://github.com/sgunawan,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0
D-Hoghton,https://github.com/D-Hoghton,0.0,0.0,0.0,3.0,0.0,1.0,316.0,0
araxn,https://github.com/araxn,0.0,0.0,0.0,2.0,0.0,2.0,12954.0,0
joseandro,https://github.com/joseandro,52.0,23.0,2.260869565217391,9.0,314.0,35.0,127851.0,0
joeychao,https://github.com/joeychao,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
amao,https://github.com/amao,14.0,36.0,0.3888888888888889,10.0,571.0,6.0,26209.0,0
GaloSengen,https://github.com/GaloSengen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JasonJiang2000,https://github.com/JasonJiang2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mystique7662,https://github.com/mystique7662,0.0,0.0,0.0,1.0,0.0,2.0,11651.0,0
innovationzypuk,https://github.com/innovationzypuk,1.0,0.0,0.0,1.0,0.0,2.0,2088.0,0
eddboyer,https://github.com/eddboyer,0.0,0.0,0.0,4.0,1.0,2.0,324495.0,0
joshargh,https://github.com/joshargh,8.0,16.0,0.5,28.0,1.0,0.0,353300.0,0
rhanzawa,https://github.com/rhanzawa,19.0,1.0,19.0,4.0,0.0,0.0,2271.0,0
CSturzaker,https://github.com/CSturzaker,2.0,0.0,0.0,12.0,1.0,0.0,15993.0,0
GanbareKen,https://github.com/GanbareKen,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0
FreeKi11,https://github.com/FreeKi11,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
pelzuk,https://github.com/pelzuk,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
grjunbergs,https://github.com/grjunbergs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jbartsch,https://github.com/Jbartsch,11.0,34.0,0.3235294117647059,29.0,2.0,1.0,347616.0,0
ieatacid,https://github.com/ieatacid,11.0,1.0,11.0,23.0,0.0,42.0,671885.0,0
kld4024,https://github.com/kld4024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rimander,https://github.com/Rimander,11.0,12.0,0.9166666666666666,4.0,11.0,2.0,10416.0,0
kenosan,https://github.com/kenosan,6.0,9.0,0.6666666666666666,1.0,0.0,1.0,96.0,0
hasan12388,https://github.com/hasan12388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
praveenv-zz,https://github.com/praveenv-zz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
abagheri,https://github.com/abagheri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
awhite92,https://github.com/awhite92,12.0,11.0,1.0909090909090908,5.0,693.0,1.0,5053.0,0
PlusOneManagement,https://github.com/PlusOneManagement,2.0,0.0,0.0,1.0,0.0,0.0,180.0,0
vmiddela,https://github.com/vmiddela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
WestLangley,https://github.com/WestLangley,320.0,0.0,0.0,1.0,154.0,21.0,1339359.0,0
abdoaha,https://github.com/abdoaha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
achliopa,https://github.com/achliopa,18.0,8.0,2.25,75.0,0.0,7.0,112491.0,0
asonwani,https://github.com/asonwani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
blc-teamcity,https://github.com/blc-teamcity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jgraber,https://github.com/jgraber,15.0,7.0,2.142857142857143,29.0,385.0,61.0,274983.0,0
mitesh-patel,https://github.com/mitesh-patel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
adamelevate,https://github.com/adamelevate,10.0,0.0,0.0,11.0,2.0,2.0,146593.0,0
jitendratheta,https://github.com/jitendratheta,3.0,5.0,0.6,35.0,2.0,1.0,3349589.0,0
rickross365,https://github.com/rickross365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rbdiang,https://github.com/rbdiang,0.0,0.0,0.0,7.0,1.0,26.0,215650.0,0
thedyerman,https://github.com/thedyerman,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0
velchamy-personal,https://github.com/velchamy-personal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
koopatroopa,https://github.com/koopatroopa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dandeckr,https://github.com/dandeckr,17.0,3.0,5.666666666666667,0.0,0.0,0.0,0.0,0
mattypreston,https://github.com/mattypreston,2.0,4.0,0.5,4.0,0.0,2.0,3043.0,0
bastaware,https://github.com/bastaware,1.0,5.0,0.2,18.0,5.0,0.0,993481.0,0
mparsons1980,https://github.com/mparsons1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
marceloamendola,https://github.com/marceloamendola,1.0,0.0,0.0,2.0,0.0,0.0,3244.0,0
myytyler,https://github.com/myytyler,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0
ULazdins,https://github.com/ULazdins,15.0,7.0,2.142857142857143,15.0,6.0,11.0,39768.0,0
TRACCSOLUTIONS,https://github.com/TRACCSOLUTIONS,6.0,2.0,3.0,2.0,0.0,2.0,153.0,0
borysiasty,https://github.com/borysiasty,42.0,7.0,6.0,15.0,62.0,55.0,3764796.0,0
allabell,https://github.com/allabell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
edboo57,https://github.com/edboo57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
oogleplus,https://github.com/oogleplus,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0
bcisgit,https://github.com/bcisgit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ajs-dy,https://github.com/ajs-dy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AppleMonkey,https://github.com/AppleMonkey,0.0,0.0,0.0,2.0,0.0,0.0,287.0,0
Bellareiki3,https://github.com/Bellareiki3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
soehalim,https://github.com/soehalim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sanikumar,https://github.com/sanikumar,26.0,15.0,1.7333333333333334,95.0,20.0,0.0,112922.0,0
coolecelt,https://github.com/coolecelt,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
RNAer,https://github.com/RNAer,22.0,3.0,7.333333333333333,35.0,20.0,14.0,694950.0,0
mad4linux,https://github.com/mad4linux,2.0,6.0,0.3333333333333333,3.0,0.0,1.0,667.0,0
patriksimek,https://github.com/patriksimek,170.0,6.0,28.33333333333333,44.0,152.0,116.0,198516.0,0
admmssy,https://github.com/admmssy,1.0,1.0,1.0,3.0,0.0,2.0,8390.0,0
charlespytter,https://github.com/charlespytter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
grazia69mbs,https://github.com/grazia69mbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tylerworks,https://github.com/tylerworks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
erht,https://github.com/erht,0.0,0.0,0.0,2.0,98.0,0.0,66.0,0
cromwell-enage,https://github.com/cromwell-enage,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
andrewjleavitt,https://github.com/andrewjleavitt,1.0,0.0,0.0,37.0,479.0,4.0,18780.0,0
ssyr,https://github.com/ssyr,0.0,0.0,0.0,3.0,0.0,1.0,176716.0,0
doorsteps,https://github.com/doorsteps,0.0,0.0,0.0,3.0,0.0,0.0,341.0,0
ethicalvats,https://github.com/ethicalvats,5.0,6.0,0.8333333333333334,38.0,8.0,2.0,424786.0,0
rupps,https://github.com/rupps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
twomz,https://github.com/twomz,0.0,0.0,0.0,1.0,0.0,0.0,177.0,0
Lconsentino,https://github.com/Lconsentino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pivotal-abc,https://github.com/pivotal-abc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
kraker006,https://github.com/kraker006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FvdL,https://github.com/FvdL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
nud3lz,https://github.com/nud3lz,7.0,2.0,3.5,1.0,0.0,2.0,132.0,0
renwoox,https://github.com/renwoox,14.0,19.0,0.7368421052631579,224.0,0.0,0.0,1142396.0,0
owensdre,https://github.com/owensdre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
scrollins,https://github.com/scrollins,3.0,0.0,0.0,1.0,0.0,0.0,180.0,0
Xmaxmix,https://github.com/Xmaxmix,0.0,0.0,0.0,2.0,0.0,0.0,4896.0,0
cbpeters,https://github.com/cbpeters,2.0,0.0,0.0,14.0,2.0,0.0,193215.0,0
vkorenev,https://github.com/vkorenev,8.0,22.0,0.3636363636363636,26.0,2.0,6.0,231675.0,0
k1ke,https://github.com/k1ke,0.0,2.0,0.0,2.0,0.0,0.0,1619.0,0
hermanccw,https://github.com/hermanccw,0.0,2.0,0.0,31.0,0.0,3.0,95656.0,0
stackable-zz,https://github.com/stackable-zz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
andres89,https://github.com/andres89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mctolentino,https://github.com/mctolentino,2.0,7.0,0.2857142857142857,49.0,0.0,2.0,77524.0,0
trab567,https://github.com/trab567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ayoubice,https://github.com/ayoubice,3.0,10.0,0.3,16.0,313.0,0.0,219556.0,0
pabloxz,https://github.com/pabloxz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
eXtenZy,https://github.com/eXtenZy,2.0,1.0,2.0,12.0,2.0,2.0,168338.0,0
SteveJRice,https://github.com/SteveJRice,0.0,0.0,0.0,2.0,0.0,0.0,87.0,0
Kingkb24,https://github.com/Kingkb24,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0
Juaquin,https://github.com/Juaquin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jactiveresource,https://github.com/jactiveresource,0.0,0.0,0.0,1.0,0.0,2.0,3748.0,0
zacadams,https://github.com/zacadams,0.0,0.0,0.0,1.0,0.0,1.0,2756.0,0
alexlyn,https://github.com/alexlyn,0.0,0.0,0.0,11.0,0.0,0.0,1974926.0,0
jcuz11,https://github.com/jcuz11,0.0,0.0,0.0,5.0,0.0,0.0,13584.0,0
po0ya,https://github.com/po0ya,40.0,34.0,1.1764705882352942,21.0,1352.0,67.0,362747.0,0
chintanthakkar,https://github.com/chintanthakkar,0.0,0.0,0.0,2.0,0.0,1.0,740012.0,0
caribert,https://github.com/caribert,0.0,0.0,0.0,1.0,0.0,1.0,1217.0,0
tdsullivan,https://github.com/tdsullivan,0.0,1.0,0.0,1.0,0.0,0.0,204.0,0
redmaxim,https://github.com/redmaxim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fserve,https://github.com/fserve,11.0,10.0,1.1,56.0,0.0,0.0,892847.0,0
Stopbrein,https://github.com/Stopbrein,0.0,0.0,0.0,1.0,0.0,0.0,7670.0,0
shazami,https://github.com/shazami,0.0,0.0,0.0,2.0,0.0,3.0,642.0,0
qcynthia,https://github.com/qcynthia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
g00gol,https://github.com/g00gol,36.0,19.0,1.894736842105263,29.0,246.0,21.0,90830.0,0
ouckah,https://github.com/ouckah,247.0,51.0,4.8431372549019605,33.0,1057.0,29.0,79705.0,0
BarnattW,https://github.com/BarnattW,3.0,0.0,0.0,8.0,115.0,4.0,66275.0,0
ezrizhu,https://github.com/ezrizhu,169.0,222.0,0.7612612612612613,47.0,820.0,8.0,346750.0,0
gcarvellas,https://github.com/gcarvellas,19.0,29.0,0.6551724137931034,16.0,611.0,0.0,36046.0,0
nad2040,https://github.com/nad2040,29.0,51.0,0.5686274509803921,20.0,248.0,1.0,34363.0,0
BritneyYang,https://github.com/BritneyYang,5.0,6.0,0.8333333333333334,1.0,100.0,0.0,201348.0,0
yjiang0805,https://github.com/yjiang0805,3.0,1.0,3.0,10.0,124.0,0.0,387568.0,0
harrywang678,https://github.com/harrywang678,0.0,1.0,0.0,9.0,46.0,0.0,131630.0,0
21dhruvp,https://github.com/21dhruvp,12.0,26.0,0.46153846153846156,7.0,128.0,1.0,1142385.0,0
sethbarrett50,https://github.com/sethbarrett50,19.0,29.0,0.6551724137931034,16.0,90.0,7.0,22434.0,0
hoschmidt2020,https://github.com/hoschmidt2020,7.0,1.0,7.0,5.0,23.0,5.0,4474.0,0
kevinthuhstink,https://github.com/kevinthuhstink,5.0,5.0,1.0,1.0,260.0,0.0,105.0,0
KevinHa48,https://github.com/KevinHa48,25.0,28.0,0.8928571428571429,25.0,8.0,10.0,342653.0,0
william-arachelian,https://github.com/william-arachelian,2.0,0.0,0.0,10.0,109.0,1.0,220717.0,0
